GroupingNum,Grouping1 size,Grouping1 to center_x,Grouping1 to center_y,Grouping2 size,Grouping2 to center_x,Grouping2 to center_y,Grouping3 size,Grouping3 to center_x,Grouping3 to center_y,Equip_Output
1,6,40.16883116883117,44.961038961038966,None,None,None,None,None,None,"5,11"
1,6,40.05194805194805,41.922077922077925,None,None,None,None,None,None,"5,11"
1,6,42.116883116883116,44.76623376623377,None,None,None,None,None,None,"5,11"
1,6,45.116883116883116,45.116883116883116,None,None,None,None,None,None,"5,11"
1,6,42.42857142857143,42.27272727272727,None,None,None,None,None,None,"5,11"
1,6,44.883116883116884,42.03896103896104,None,None,None,None,None,None,"5,11"
1,6,44.103896103896105,43.87012987012987,None,None,None,None,None,None,"5,11"
1,6,41.53246753246753,38.41558441558442,None,None,None,None,None,None,"5,10"
1,6,44.8051948051948,38.68831168831169,None,None,None,None,None,None,"5,10"
1,6,46.94805194805195,36.62337662337663,None,None,None,None,None,None,"5,10"
1,6,47.064935064935064,33.81818181818182,None,None,None,None,None,None,"5,10"
1,6,45.077922077922075,32.68831168831169,None,None,None,None,None,None,"5,10"
1,6,42.15584415584416,32.883116883116884,None,None,None,None,None,None,"5,10"
1,6,40.09090909090909,36.46753246753247,None,None,None,None,None,None,"5,10"
1,6,39.81818181818182,34.05194805194805,None,None,None,None,None,None,"5,10"
1,6,42.116883116883116,36.896103896103895,None,None,None,None,None,None,"5,10"
1,6,44.61038961038961,37.129870129870135,None,None,None,None,None,None,"5,10"
1,6,44.883116883116884,34.675324675324674,None,None,None,None,None,None,"5,10"
1,6,42.35064935064935,34.519480519480524,None,None,None,None,None,None,"5,10"
1,6,43.55844155844156,36.42857142857143,None,None,None,None,None,None,"5,10"
1,6,33.54545454545455,38.33766233766234,None,None,None,None,None,None,"4,10"
1,6,37.20779220779221,38.61038961038961,None,None,None,None,None,None,"4,10"
1,6,38.76623376623377,36.935064935064936,None,None,None,None,None,None,"4,10"
1,6,38.64935064935065,33.81818181818182,None,None,None,None,None,None,"4,10"
1,6,37.285714285714285,33.0,None,None,None,None,None,None,"4,10"
1,6,33.896103896103895,32.493506493506494,None,None,None,None,None,None,"4,10"
1,6,32.45454545454545,34.20779220779221,None,None,None,None,None,None,"4,10"
1,6,32.33766233766234,37.16883116883117,None,None,None,None,None,None,"4,10"
1,6,35.22077922077922,37.129870129870135,None,None,None,None,None,None,"4,10"
1,6,37.16883116883117,35.80519480519481,None,None,None,None,None,None,"4,10"
1,6,34.09090909090909,34.753246753246756,None,None,None,None,None,None,"4,10"
1,6,35.84415584415584,34.285714285714285,None,None,None,None,None,None,"4,10"
1,6,28.714285714285715,38.37662337662338,None,None,None,None,None,None,"3,10"
1,6,30.58441558441558,37.16883116883117,None,None,None,None,None,None,"3,10"
1,6,28.79220779220779,35.64935064935065,None,None,None,None,None,None,"3,10"
1,6,30.42857142857143,34.129870129870135,None,None,None,None,None,None,"3,10"
1,6,29.532467532467535,33.1948051948052,None,None,None,None,None,None,"3,10"
1,6,30.81818181818182,39.15584415584416,None,None,None,None,None,None,"3,10"
1,6,22.363636363636363,38.76623376623377,None,None,None,None,None,None,"10"
1,6,25.441558441558442,38.84415584415584,None,None,None,None,None,None,"10"
1,6,27.311688311688314,37.01298701298702,None,None,None,None,None,None,"10"
1,6,27.155844155844157,34.24675324675325,None,None,None,None,None,None,"10"
1,6,25.324675324675326,33.03896103896104,None,None,None,None,None,None,"10"
1,6,22.753246753246753,33.07792207792208,None,None,None,None,None,None,"10"
1,6,20.844155844155843,34.48051948051948,None,None,None,None,None,None,"10"
1,6,20.844155844155843,37.129870129870135,None,None,None,None,None,None,"10"
1,6,23.844155844155843,37.36363636363637,None,None,None,None,None,None,"10"
1,6,25.714285714285715,35.72727272727273,None,None,None,None,None,None,"10"
1,6,23.532467532467532,34.40259740259741,None,None,None,None,None,None,"10"
1,6,21.896103896103895,35.80519480519481,None,None,None,None,None,None,"10"
1,6,17.103896103896105,38.76623376623377,None,None,None,None,None,None,"0,10"
1,6,19.09090909090909,39.23376623376623,None,None,None,None,None,None,"0,10"
1,6,19.636363636363637,36.701298701298704,None,None,None,None,None,None,"0,10"
1,6,19.246753246753247,33.0,None,None,None,None,None,None,"0,10"
1,6,17.103896103896105,33.03896103896104,None,None,None,None,None,None,"0,10"
1,6,17.025974025974026,36.77922077922078,None,None,None,None,None,None,"0,10"
1,6,17.961038961038962,35.02597402597403,None,None,None,None,None,None,"0,10"
1,6,18.428571428571427,37.40259740259741,None,None,None,None,None,None,"0,10"
1,6,9.545454545454547,38.41558441558442,None,None,None,None,None,None,"1,10"
1,6,14.103896103896105,38.64935064935065,None,None,None,None,None,None,"1,10"
1,6,15.935064935064936,35.84415584415584,None,None,None,None,None,None,"1,10"
1,6,15.623376623376622,34.55844155844156,None,None,None,None,None,None,"1,10"
1,6,13.675324675324674,32.68831168831169,None,None,None,None,None,None,"1,10"
1,6,10.48051948051948,32.61038961038961,None,None,None,None,None,None,"1,10"
1,6,9.038961038961038,34.83116883116883,None,None,None,None,None,None,"1,10"
1,6,9.545454545454547,36.42857142857143,None,None,None,None,None,None,"1,10"
1,6,12.311688311688311,37.94805194805195,None,None,None,None,None,None,"1,10"
1,6,12.038961038961038,35.103896103896105,None,None,None,None,None,None,"1,10"
1,6,13.948051948051948,36.46753246753247,None,None,None,None,None,None,"1,10"
1,6,14.493506493506494,33.896103896103895,None,None,None,None,None,None,"1,10"
1,6,2.532467532467532,38.68831168831169,None,None,None,None,None,None,"2,10"
1,6,5.922077922077921,38.961038961038966,None,None,None,None,None,None,"2,10"
1,6,7.8311688311688314,37.519480519480524,None,None,None,None,None,None,"2,10"
1,6,7.7142857142857135,34.09090909090909,None,None,None,None,None,None,"2,10"
1,6,5.571428571428571,32.37662337662338,None,None,None,None,None,None,"2,10"
1,6,2.9610389610389607,32.57142857142858,None,None,None,None,None,None,"2,10"
1,6,0.6623376623376629,34.909090909090914,None,None,None,None,None,None,"2,10"
1,6,1.0519480519480524,37.09090909090909,None,None,None,None,None,None,"2,10"
1,6,3.896103896103897,37.98701298701299,None,None,None,None,None,None,"2,10"
1,6,2.4155844155844157,34.7922077922078,None,None,None,None,None,None,"2,10"
1,6,6.0,36.46753246753247,None,None,None,None,None,None,"2,10"
1,6,6.038961038961039,34.83116883116883,None,None,None,None,None,None,"2,10"
1,6,3.662337662337663,35.883116883116884,None,None,None,None,None,None,"2,10"
1,6,0.9350649350649345,31.09090909090909,None,None,None,None,None,None,"2,9"
1,6,5.64935064935065,30.974025974025974,None,None,None,None,None,None,"2,9"
1,6,7.792207792207792,29.727272727272723,None,None,None,None,None,None,"2,9"
1,6,5.766233766233766,28.402597402597404,None,None,None,None,None,None,"2,9"
1,6,2.883116883116884,28.597402597402596,None,None,None,None,None,None,"2,9"
1,6,0.9740259740259738,29.610389610389607,None,None,None,None,None,None,"2,9"
1,6,4.2857142857142865,30.350649350649352,None,None,None,None,None,None,"2,9"
1,6,10.675324675324674,30.89610389610389,None,None,None,None,None,None,"1,9"
1,6,13.441558441558442,31.09090909090909,None,None,None,None,None,None,"1,9"
1,6,13.441558441558442,28.71428571428571,None,None,None,None,None,None,"1,9"
1,6,10.48051948051948,28.51948051948052,None,None,None,None,None,None,"1,9"
1,6,9.272727272727273,29.999999999999996,None,None,None,None,None,None,"1,9"
1,6,15.38961038961039,30.038961038961038,None,None,None,None,None,None,"1,9"
1,6,12.0,29.961038961038962,None,None,None,None,None,None,"1,9"
1,6,17.883116883116884,31.168831168831165,None,None,None,None,None,None,"0,9"
1,6,19.246753246753247,30.07792207792208,None,None,None,None,None,None,"0,9"
1,6,18.07792207792208,28.51948051948052,None,None,None,None,None,None,"0,9"
1,6,16.714285714285715,29.68831168831169,None,None,None,None,None,None,"0,9"
1,6,17.961038961038962,29.961038961038962,None,None,None,None,None,None,"0,9"
1,6,21.974025974025974,31.168831168831165,None,None,None,None,None,None,"9"
1,6,25.675324675324674,31.48051948051948,None,None,None,None,None,None,"9"
1,6,21.74025974025974,28.71428571428571,None,None,None,None,None,None,"9"
1,6,25.714285714285715,28.597402597402596,None,None,None,None,None,None,"9"
1,6,27.272727272727273,29.999999999999996,None,None,None,None,None,None,"9"
1,6,20.532467532467532,30.155844155844154,None,None,None,None,None,None,"9"
1,6,23.025974025974026,30.038961038961038,None,None,None,None,None,None,"9"
1,6,24.97402597402597,30.038961038961038,None,None,None,None,None,None,"9"
1,6,29.96103896103896,31.44155844155844,None,None,None,None,None,None,"3,9"
1,6,29.844155844155843,28.48051948051948,None,None,None,None,None,None,"3,9"
1,6,28.480519480519483,30.038961038961038,None,None,None,None,None,None,"3,9"
1,6,30.662337662337663,30.233766233766236,None,None,None,None,None,None,"3,9"
1,6,29.61038961038961,29.571428571428573,None,None,None,None,None,None,"3,9"
1,6,33.97402597402597,31.05194805194805,None,None,None,None,None,None,"4,9"
1,6,37.16883116883117,30.935064935064933,None,None,None,None,None,None,"4,9"
1,6,37.44155844155844,28.324675324675322,None,None,None,None,None,None,"4,9"
1,6,33.62337662337662,28.67532467532467,None,None,None,None,None,None,"4,9"
1,6,32.18181818181818,30.194805194805195,None,None,None,None,None,None,"4,9"
1,6,38.688311688311686,29.961038961038962,None,None,None,None,None,None,"4,9"
1,6,35.41558441558441,29.610389610389607,None,None,None,None,None,None,"4,9"
1,6,37.16883116883117,29.649350649350648,None,None,None,None,None,None,"4,9"
1,6,41.922077922077925,31.05194805194805,None,None,None,None,None,None,"5,9"
1,6,45.03896103896104,30.935064935064933,None,None,None,None,None,None,"5,9"
1,6,45.42857142857143,28.558441558441555,None,None,None,None,None,None,"5,9"
1,6,42.077922077922075,28.44155844155844,None,None,None,None,None,None,"5,9"
1,6,39.77922077922078,30.233766233766236,None,None,None,None,None,None,"5,9"
1,6,47.45454545454545,29.844155844155846,None,None,None,None,None,None,"5,9"
1,6,43.05194805194805,29.68831168831169,None,None,None,None,None,None,"5,9"
1,6,44.493506493506494,29.805194805194805,None,None,None,None,None,None,"5,9"
1,6,41.688311688311686,26.649350649350648,None,None,None,None,None,None,"5"
1,6,45.38961038961039,27.27272727272727,None,None,None,None,None,None,"5"
1,6,47.14285714285714,25.051948051948052,None,None,None,None,None,None,"5"
1,6,47.33766233766234,22.09090909090909,None,None,None,None,None,None,"5"
1,6,44.883116883116884,20.766233766233764,None,None,None,None,None,None,"5"
1,6,41.883116883116884,20.57142857142857,None,None,None,None,None,None,"5"
1,6,39.935064935064936,22.83116883116883,None,None,None,None,None,None,"5"
1,6,40.20779220779221,25.09090909090909,None,None,None,None,None,None,"5"
1,6,42.857142857142854,25.051948051948052,None,None,None,None,None,None,"5"
1,6,45.467532467532465,22.246753246753247,None,None,None,None,None,None,"5"
1,6,45.27272727272727,25.753246753246753,None,None,None,None,None,None,"5"
1,6,42.19480519480519,22.597402597402596,None,None,None,None,None,None,"5"
1,6,33.77922077922078,26.532467532467532,None,None,None,None,None,None,"4"
1,6,36.81818181818182,26.532467532467532,None,None,None,None,None,None,"4"
1,6,38.33766233766234,24.66233766233766,None,None,None,None,None,None,"4"
1,6,38.25974025974026,22.324675324675322,None,None,None,None,None,None,"4"
1,6,36.23376623376623,20.727272727272727,None,None,None,None,None,None,"4"
1,6,33.467532467532465,20.805194805194805,None,None,None,None,None,None,"4"
1,6,32.22077922077922,22.79220779220779,None,None,None,None,None,None,"4"
1,6,32.22077922077922,25.01298701298701,None,None,None,None,None,None,"4"
1,6,35.25974025974026,24.974025974025974,None,None,None,None,None,None,"4"
1,6,36.896103896103895,23.415584415584416,None,None,None,None,None,None,"4"
1,6,35.22077922077922,22.4025974025974,None,None,None,None,None,None,"4"
1,6,33.506493506493506,23.57142857142857,None,None,None,None,None,None,"4"
1,6,28.870129870129873,26.805194805194805,None,None,None,None,None,None,"3"
1,6,30.311688311688314,26.805194805194805,None,None,None,None,None,None,"3"
1,6,30.896103896103895,24.116883116883116,None,None,None,None,None,None,"3"
1,6,30.03896103896104,21.31168831168831,None,None,None,None,None,None,"3"
1,6,29.142857142857146,21.428571428571427,None,None,None,None,None,None,"3"
1,6,28.558441558441558,23.92207792207792,None,None,None,None,None,None,"3"
1,6,29.298701298701296,22.597402597402596,None,None,None,None,None,None,"3"
1,6,29.61038961038961,25.48051948051948,None,None,None,None,None,None,"3"
1,6,21.623376623376622,26.805194805194805,None,None,None,None,None,None,"12"
1,6,25.675324675324674,26.88311688311688,None,None,None,None,None,None,"12"
1,6,27.03896103896104,25.09090909090909,None,None,None,None,None,None,"12"
1,6,27.03896103896104,22.051948051948052,None,None,None,None,None,None,"12"
1,6,25.285714285714285,20.61038961038961,None,None,None,None,None,None,"12"
1,6,22.01298701298701,20.688311688311686,None,None,None,None,None,None,"12"
1,6,20.649350649350648,22.4025974025974,None,None,None,None,None,None,"12"
1,6,20.22077922077922,24.077922077922075,None,None,None,None,None,None,"12"
1,6,22.87012987012987,25.597402597402596,None,None,None,None,None,None,"12"
1,6,25.519480519480517,23.649350649350648,None,None,None,None,None,None,"12"
1,6,22.12987012987013,22.01298701298701,None,None,None,None,None,None,"12"
1,6,24.77922077922078,25.207792207792206,None,None,None,None,None,None,"12"
1,6,19.12987012987013,25.948051948051944,None,None,None,None,None,None,"0"
1,6,19.4025974025974,22.207792207792206,None,None,None,None,None,None,"0"
1,6,16.98701298701299,22.246753246753247,None,None,None,None,None,None,"0"
1,6,16.98701298701299,25.597402597402596,None,None,None,None,None,None,"0"
1,6,18.155844155844157,24.038961038961038,None,None,None,None,None,None,"0"
1,6,18.07792207792208,20.688311688311686,None,None,None,None,None,None,"0"
1,6,18.194805194805195,27.155844155844154,None,None,None,None,None,None,"0"
1,6,10.402597402597404,26.88311688311688,None,None,None,None,None,None,"1"
1,6,13.597402597402596,27.27272727272727,None,None,None,None,None,None,"1"
1,6,15.584415584415584,25.48051948051948,None,None,None,None,None,None,"1"
1,6,15.7012987012987,22.948051948051948,None,None,None,None,None,None,"1"
1,6,13.246753246753247,20.96103896103896,None,None,None,None,None,None,"1"
1,6,10.831168831168831,20.88311688311688,None,None,None,None,None,None,"1"
1,6,9.38961038961039,25.168831168831165,None,None,None,None,None,None,"1"
1,6,9.272727272727273,22.79220779220779,None,None,None,None,None,None,"1"
1,6,14.181818181818183,24.896103896103895,None,None,None,None,None,None,"1"
1,6,11.259740259740258,23.25974025974026,None,None,None,None,None,None,"1"
1,6,11.844155844155843,24.935064935064933,None,None,None,None,None,None,"1"
1,6,13.597402597402596,23.22077922077922,None,None,None,None,None,None,"1"
1,6,2.7272727272727266,26.88311688311688,None,None,None,None,None,None,"2"
1,6,5.727272727272727,26.88311688311688,None,None,None,None,None,None,"2"
1,6,7.675324675324676,25.01298701298701,None,None,None,None,None,None,"2"
1,6,7.363636363636363,22.519480519480517,None,None,None,None,None,None,"2"
1,6,5.727272727272727,21.077922077922075,None,None,None,None,None,None,"2"
1,6,2.9610389610389607,20.844155844155843,None,None,None,None,None,None,"2"
1,6,0.8571428571428577,25.51948051948052,None,None,None,None,None,None,"2"
1,6,0.896103896103897,22.09090909090909,None,None,None,None,None,None,"2"
1,6,2.4935064935064943,24.896103896103895,None,None,None,None,None,None,"2"
1,6,5.64935064935065,24.77922077922078,None,None,None,None,None,None,"2"
1,6,4.363636363636363,22.246753246753247,None,None,None,None,None,None,"2"
1,6,2.4155844155844157,19.324675324675322,None,None,None,None,None,None,"2,6"
1,6,5.883116883116884,19.324675324675322,None,None,None,None,None,None,"2,6"
1,6,2.3766233766233764,16.948051948051948,None,None,None,None,None,None,"2,6"
1,6,5.805194805194805,17.18181818181818,None,None,None,None,None,None,"2,6"
1,6,7.987012987012987,18.77922077922078,None,None,None,None,None,None,"2,6"
1,6,0.6623376623376629,18.194805194805195,None,None,None,None,None,None,"2,6"
1,6,4.2857142857142865,18.07792207792208,None,None,None,None,None,None,"2,6"
1,6,10.675324675324674,19.636363636363637,None,None,None,None,None,None,"1,6"
1,6,13.168831168831169,19.441558441558442,None,None,None,None,None,None,"1,6"
1,6,13.4025974025974,17.337662337662337,None,None,None,None,None,None,"1,6"
1,6,10.675324675324674,17.1038961038961,None,None,None,None,None,None,"1,6"
1,6,9.155844155844157,18.623376623376622,None,None,None,None,None,None,"1,6"
1,6,15.272727272727273,18.467532467532468,None,None,None,None,None,None,"1,6"
1,6,12.0,18.467532467532468,None,None,None,None,None,None,"1,6"
1,6,17.961038961038962,19.246753246753247,None,None,None,None,None,None,"0,6"
1,6,18.194805194805195,17.18181818181818,None,None,None,None,None,None,"0,6"
1,6,19.324675324675326,18.116883116883116,None,None,None,None,None,None,"0,6"
1,6,16.675324675324674,18.584415584415584,None,None,None,None,None,None,"0,6"
1,6,17.649350649350648,18.038961038961038,None,None,None,None,None,None,"0,6"
1,6,22.441558441558442,19.597402597402596,None,None,None,None,None,None,"6"
1,6,25.01298701298701,19.519480519480517,None,None,None,None,None,None,"6"
1,6,25.285714285714285,17.1038961038961,None,None,None,None,None,None,"6"
1,6,22.636363636363637,17.532467532467532,None,None,None,None,None,None,"6"
1,6,20.92207792207792,18.38961038961039,None,None,None,None,None,None,"6"
1,6,27.311688311688314,18.428571428571427,None,None,None,None,None,None,"6"
1,6,26.142857142857146,18.818181818181817,None,None,None,None,None,None,"6"
1,6,23.415584415584416,18.662337662337663,None,None,None,None,None,None,"6"
1,6,29.64935064935065,19.48051948051948,None,None,None,None,None,None,"3,6"
1,6,29.96103896103896,17.298701298701296,None,None,None,None,None,None,"3,6"
1,6,30.896103896103895,18.38961038961039,None,None,None,None,None,None,"3,6"
1,6,28.636363636363633,18.428571428571427,None,None,None,None,None,None,"3,6"
1,6,29.376623376623378,18.35064935064935,None,None,None,None,None,None,"3,6"
1,6,33.38961038961039,19.363636363636363,None,None,None,None,None,None,"4,6"
1,6,36.15584415584416,19.675324675324674,None,None,None,None,None,None,"4,6"
1,6,36.506493506493506,17.532467532467532,None,None,None,None,None,None,"4,6"
1,6,33.701298701298704,17.142857142857142,None,None,None,None,None,None,"4,6"
1,6,32.103896103896105,18.38961038961039,None,None,None,None,None,None,"4,6"
1,6,35.18181818181818,18.935064935064933,None,None,None,None,None,None,"4,6"
1,6,38.53246753246753,18.818181818181817,None,None,None,None,None,None,"4,6"
1,6,41.96103896103896,19.285714285714285,None,None,None,None,None,None,"5,6"
1,6,44.53246753246753,19.16883116883117,None,None,None,None,None,None,"5,6"
1,6,44.64935064935065,17.064935064935064,None,None,None,None,None,None,"5,6"
1,6,42.0,17.064935064935064,None,None,None,None,None,None,"5,6"
1,6,40.01298701298701,18.116883116883116,None,None,None,None,None,None,"5,6"
1,6,47.02597402597402,18.506493506493506,None,None,None,None,None,None,"5,6"
1,6,43.324675324675326,18.428571428571427,None,None,None,None,None,None,"5,6"
1,6,41.922077922077925,15.38961038961039,None,None,None,None,None,None,"5,7"
1,6,44.33766233766234,15.467532467532468,None,None,None,None,None,None,"5,7"
1,6,47.22077922077922,14.18181818181818,None,None,None,None,None,None,"5,7"
1,6,47.02597402597402,10.987012987012985,None,None,None,None,None,None,"5,7"
1,6,44.688311688311686,9.506493506493506,None,None,None,None,None,None,"5,7"
1,6,42.506493506493506,9.38961038961039,None,None,None,None,None,None,"5,7"
1,6,40.05194805194805,13.831168831168831,None,None,None,None,None,None,"5,7"
1,6,40.20779220779221,11.298701298701296,None,None,None,None,None,None,"5,7"
1,6,42.03896103896104,13.324675324675322,None,None,None,None,None,None,"5,7"
1,6,45.19480519480519,13.207792207792206,None,None,None,None,None,None,"5,7"
1,6,43.63636363636363,11.142857142857142,None,None,None,None,None,None,"5,7"
1,6,33.62337662337662,15.7012987012987,None,None,None,None,None,None,"4,7"
1,6,36.58441558441558,15.740259740259738,None,None,None,None,None,None,"4,7"
1,6,38.53246753246753,14.142857142857142,None,None,None,None,None,None,"4,7"
1,6,38.493506493506494,11.064935064935064,None,None,None,None,None,None,"4,7"
1,6,36.81818181818182,9.467532467532468,None,None,None,None,None,None,"4,7"
1,6,33.97402597402597,9.311688311688311,None,None,None,None,None,None,"4,7"
1,6,32.688311688311686,13.519480519480517,None,None,None,None,None,None,"4,7"
1,6,32.64935064935065,11.103896103896101,None,None,None,None,None,None,"4,7"
1,6,35.103896103896105,13.831168831168831,None,None,None,None,None,None,"4,7"
1,6,36.58441558441558,11.493506493506494,None,None,None,None,None,None,"4,7"
1,6,36.42857142857143,11.064935064935064,None,None,None,None,None,None,"4,7"
1,6,36.506493506493506,13.051948051948052,None,None,None,None,None,None,"4,7"
1,6,34.75324675324675,10.909090909090907,None,None,None,None,None,None,"4,7"
1,6,29.61038961038961,15.7012987012987,None,None,None,None,None,None,"3,7"
1,6,30.0,9.7012987012987,None,None,None,None,None,None,"3,7"
1,6,31.090909090909093,12.584415584415584,None,None,None,None,None,None,"3,7"
1,6,28.636363636363633,12.662337662337663,None,None,None,None,None,None,"3,7"
1,6,28.714285714285715,14.415584415584416,None,None,None,None,None,None,"3,7"
1,6,30.38961038961039,10.79220779220779,None,None,None,None,None,None,"3,7"
1,6,30.03896103896104,14.415584415584416,None,None,None,None,None,None,"3,7"
1,6,22.79220779220779,15.662337662337663,None,None,None,None,None,None,"7"
1,6,25.363636363636367,15.428571428571427,None,None,None,None,None,None,"7"
1,6,27.38961038961039,13.753246753246753,None,None,None,None,None,None,"7"
1,6,27.19480519480519,10.948051948051948,None,None,None,None,None,None,"7"
1,6,25.16883116883117,9.194805194805195,None,None,None,None,None,None,"7"
1,6,22.597402597402596,9.272727272727273,None,None,None,None,None,None,"7"
1,6,20.92207792207792,11.415584415584416,None,None,None,None,None,None,"7"
1,6,20.844155844155843,14.649350649350648,None,None,None,None,None,None,"7"
1,6,22.597402597402596,13.831168831168831,None,None,None,None,None,None,"7"
1,6,25.870129870129873,14.18181818181818,None,None,None,None,None,None,"7"
1,6,25.363636363636367,11.337662337662337,None,None,None,None,None,None,"7"
1,6,22.597402597402596,11.18181818181818,None,None,None,None,None,None,"7"
1,6,24.116883116883116,12.818181818181817,None,None,None,None,None,None,"7"
1,6,18.194805194805195,15.740259740259738,None,None,None,None,None,None,"0,7"
1,6,19.207792207792206,14.376623376623375,None,None,None,None,None,None,"0,7"
1,6,19.4025974025974,11.064935064935064,None,None,None,None,None,None,"0,7"
1,6,18.038961038961038,9.194805194805195,None,None,None,None,None,None,"0,7"
